posterior_mu,generation,estimated_p_theta,Overall.Frequency
0.3333333333333333,500,0.3333333333333333,50
0.5,500,0.5,50
0.5,500,0.5,50
0.7333333333333333,500,0.7333333333333333,50
0.5,500,0.5,50
0.6666666666666666,500,0.6666666666666666,50
0.75,500,0.75,50
0.6833333333333333,500,0.6833333333333333,50
0.43333333333333335,500,0.43333333333333335,50
0.5333333333333333,500,0.5333333333333333,50
0.7166666666666667,500,0.7166666666666667,50
0.65,500,0.65,50
0.7333333333333333,500,0.7333333333333333,50
0.5666666666666667,500,0.5666666666666667,50
0.7166666666666667,500,0.7166666666666667,50
0.6166666666666667,500,0.6166666666666667,50
0.7333333333333333,500,0.7333333333333333,50
0.6166666666666667,500,0.6166666666666667,50
0.6,500,0.6,50
0.5166666666666667,500,0.5166666666666667,50
0.5333333333333333,500,0.5333333333333333,50
0.6,500,0.6,50
0.65,500,0.65,50
0.48333333333333334,500,0.48333333333333334,50
0.6,500,0.6,50
0.5666666666666667,500,0.5666666666666667,50
0.6666666666666666,500,0.6666666666666666,50
0.6833333333333333,500,0.6833333333333333,50
0.45,500,0.45,50
0.45,500,0.45,50
0.6666666666666666,500,0.6666666666666666,50
0.5666666666666667,500,0.5666666666666667,50
0.6833333333333333,500,0.6833333333333333,50
0.6833333333333333,500,0.6833333333333333,50
0.7666666666666667,500,0.7666666666666667,50
0.7166666666666667,500,0.7166666666666667,50
0.5666666666666667,500,0.5666666666666667,50
0.4666666666666667,500,0.4666666666666667,50
0.5166666666666667,500,0.5166666666666667,50
0.48333333333333334,500,0.48333333333333334,50
0.43333333333333335,500,0.43333333333333335,50
0.5333333333333333,500,0.5333333333333333,50
0.5833333333333334,500,0.5833333333333334,50
0.6166666666666667,500,0.6166666666666667,50
0.45,500,0.45,50
0.7833333333333333,500,0.7833333333333333,50
0.5833333333333334,500,0.5833333333333334,50
0.5666666666666667,500,0.5666666666666667,50
0.5166666666666667,500,0.5166666666666667,50
0.6333333333333333,500,0.6333333333333333,50
0.7666666666666667,500,0.7666666666666667,50
0.6166666666666667,500,0.6166666666666667,50
0.5833333333333334,500,0.5833333333333334,50
0.5,500,0.5,50
0.6333333333333333,500,0.6333333333333333,50
0.8166666666666667,500,0.8166666666666667,50
0.6333333333333333,500,0.6333333333333333,50
0.6666666666666666,500,0.6666666666666666,50
0.6333333333333333,500,0.6333333333333333,50
0.7,500,0.7,50
0.6333333333333333,500,0.6333333333333333,50
0.5333333333333333,500,0.5333333333333333,50
0.6,500,0.6,50
0.6,500,0.6,50
0.6333333333333333,500,0.6333333333333333,50
0.65,500,0.65,50
0.6666666666666666,500,0.6666666666666666,50
0.45,500,0.45,50
0.5833333333333334,500,0.5833333333333334,50
0.6833333333333333,500,0.6833333333333333,50
0.65,500,0.65,50
0.6666666666666666,500,0.6666666666666666,50
0.55,500,0.55,50
0.5666666666666667,500,0.5666666666666667,50
0.4666666666666667,500,0.4666666666666667,50
0.5833333333333334,500,0.5833333333333334,50
0.6166666666666667,500,0.6166666666666667,50
0.7333333333333333,500,0.7333333333333333,50
0.6,500,0.6,50
0.48333333333333334,500,0.48333333333333334,50
0.6333333333333333,500,0.6333333333333333,50
0.65,500,0.65,50
0.65,500,0.65,50
0.7166666666666667,500,0.7166666666666667,50
0.5666666666666667,500,0.5666666666666667,50
0.45,500,0.45,50
0.5833333333333334,500,0.5833333333333334,50
0.7166666666666667,500,0.7166666666666667,50
0.7,500,0.7,50
0.38333333333333336,500,0.38333333333333336,50
0.55,500,0.55,50
0.5333333333333333,500,0.5333333333333333,50
0.7833333333333333,500,0.7833333333333333,50
0.5166666666666667,500,0.5166666666666667,50
0.6333333333333333,500,0.6333333333333333,50
0.7333333333333333,500,0.7333333333333333,50
0.5,500,0.5,50
0.55,500,0.55,50
0.5666666666666667,500,0.5666666666666667,50
0.75,500,0.75,50
0.6833333333333333,500,0.6833333333333333,50
0.5666666666666667,500,0.5666666666666667,50
0.5333333333333333,500,0.5333333333333333,50
0.5833333333333334,500,0.5833333333333334,50
0.5333333333333333,500,0.5333333333333333,50
0.4666666666666667,500,0.4666666666666667,50
0.7166666666666667,500,0.7166666666666667,50
0.7666666666666667,500,0.7666666666666667,50
0.5166666666666667,500,0.5166666666666667,50
0.5166666666666667,500,0.5166666666666667,50
0.5666666666666667,500,0.5666666666666667,50
0.6333333333333333,500,0.6333333333333333,50
0.7666666666666667,500,0.7666666666666667,50
0.5166666666666667,500,0.5166666666666667,50
0.4166666666666667,500,0.4166666666666667,50
0.6166666666666667,500,0.6166666666666667,50
0.43333333333333335,500,0.43333333333333335,50
0.36666666666666664,500,0.36666666666666664,50
0.7,500,0.7,50
0.7833333333333333,500,0.7833333333333333,50
0.7,500,0.7,50
0.7333333333333333,500,0.7333333333333333,50
0.7166666666666667,500,0.7166666666666667,50
0.6,500,0.6,50
0.45,500,0.45,50
0.7166666666666667,500,0.7166666666666667,50
0.6166666666666667,500,0.6166666666666667,50
0.4166666666666667,500,0.4166666666666667,50
0.5666666666666667,500,0.5666666666666667,50
0.7333333333333333,500,0.7333333333333333,50
0.6833333333333333,500,0.6833333333333333,50
0.45,500,0.45,50
0.55,500,0.55,50
0.45,500,0.45,50
0.5333333333333333,500,0.5333333333333333,50
0.6166666666666667,500,0.6166666666666667,50
0.5833333333333334,500,0.5833333333333334,50
0.48333333333333334,500,0.48333333333333334,50
0.7,500,0.7,50
0.5,500,0.5,50
0.7666666666666667,500,0.7666666666666667,50
0.6666666666666666,500,0.6666666666666666,50
0.65,500,0.65,50
0.7666666666666667,500,0.7666666666666667,50
0.5666666666666667,500,0.5666666666666667,50
0.55,500,0.55,50
0.4,500,0.4,50
0.7,500,0.7,50
0.6833333333333333,500,0.6833333333333333,50
0.7333333333333333,500,0.7333333333333333,50
0.4166666666666667,500,0.4166666666666667,50
0.6166666666666667,500,0.6166666666666667,50
0.6166666666666667,500,0.6166666666666667,50
0.7166666666666667,500,0.7166666666666667,50
0.5,500,0.5,50
0.7,500,0.7,50
0.6166666666666667,500,0.6166666666666667,50
0.7,500,0.7,50
0.45,500,0.45,50
0.55,500,0.55,50
0.6,500,0.6,50
0.5833333333333334,500,0.5833333333333334,50
0.7,500,0.7,50
0.6666666666666666,500,0.6666666666666666,50
0.75,500,0.75,50
0.7333333333333333,500,0.7333333333333333,50
0.5,500,0.5,50
0.7,500,0.7,50
0.5666666666666667,500,0.5666666666666667,50
0.6833333333333333,500,0.6833333333333333,50
0.7333333333333333,500,0.7333333333333333,50
0.7666666666666667,500,0.7666666666666667,50
0.6833333333333333,500,0.6833333333333333,50
0.8166666666666667,500,0.8166666666666667,50
0.7,500,0.7,50
0.7166666666666667,500,0.7166666666666667,50
0.7833333333333333,500,0.7833333333333333,50
0.5666666666666667,500,0.5666666666666667,50
0.7166666666666667,500,0.7166666666666667,50
0.5,500,0.5,50
0.55,500,0.55,50
0.55,500,0.55,50
0.65,500,0.65,50
0.65,500,0.65,50
0.7666666666666667,500,0.7666666666666667,50
0.7166666666666667,500,0.7166666666666667,50
0.6333333333333333,500,0.6333333333333333,50
0.45,500,0.45,50
0.3333333333333333,500,0.3333333333333333,50
0.5833333333333334,500,0.5833333333333334,50
0.48333333333333334,500,0.48333333333333334,50
0.65,500,0.65,50
0.6,500,0.6,50
0.55,500,0.55,50
0.6166666666666667,500,0.6166666666666667,50
0.7166666666666667,500,0.7166666666666667,50
0.45,500,0.45,50
0.5,500,0.5,50
0.7833333333333333,500,0.7833333333333333,50
0.5666666666666667,500,0.5666666666666667,50
0.7833333333333333,500,0.7833333333333333,50
0.5,500,0.5,50
0.5,500,0.5,50
0.6,500,0.6,50
0.6333333333333333,500,0.6333333333333333,50
0.5333333333333333,500,0.5333333333333333,50
0.5166666666666667,500,0.5166666666666667,50
0.43333333333333335,500,0.43333333333333335,50
0.5166666666666667,500,0.5166666666666667,50
0.43333333333333335,500,0.43333333333333335,50
0.6333333333333333,500,0.6333333333333333,50
0.6833333333333333,500,0.6833333333333333,50
0.6333333333333333,500,0.6333333333333333,50
0.7166666666666667,500,0.7166666666666667,50
0.6,500,0.6,50
0.5833333333333334,500,0.5833333333333334,50
0.5666666666666667,500,0.5666666666666667,50
0.7833333333333333,500,0.7833333333333333,50
0.6,500,0.6,50
0.6166666666666667,500,0.6166666666666667,50
0.75,500,0.75,50
0.55,500,0.55,50
0.45,500,0.45,50
0.6666666666666666,500,0.6666666666666666,50
0.38333333333333336,500,0.38333333333333336,50
0.7333333333333333,500,0.7333333333333333,50
0.7166666666666667,500,0.7166666666666667,50
0.65,500,0.65,50
0.55,500,0.55,50
0.5833333333333334,500,0.5833333333333334,50
0.38333333333333336,500,0.38333333333333336,50
0.5666666666666667,500,0.5666666666666667,50
0.43333333333333335,500,0.43333333333333335,50
0.6333333333333333,500,0.6333333333333333,50
0.75,500,0.75,50
0.6666666666666666,500,0.6666666666666666,50
0.5666666666666667,500,0.5666666666666667,50
0.5,500,0.5,50
0.75,500,0.75,50
0.5666666666666667,500,0.5666666666666667,50
0.55,500,0.55,50
0.6166666666666667,500,0.6166666666666667,50
0.6166666666666667,500,0.6166666666666667,50
0.4666666666666667,500,0.4666666666666667,50
0.6333333333333333,500,0.6333333333333333,50
0.48333333333333334,500,0.48333333333333334,50
0.65,500,0.65,50
0.55,500,0.55,50
0.6333333333333333,500,0.6333333333333333,50
0.6181818181818182,500,0.6181818181818182,100
0.6636363636363637,500,0.6636363636363637,100
0.6181818181818182,500,0.6181818181818182,100
0.6818181818181818,500,0.6818181818181818,100
0.6636363636363637,500,0.6636363636363637,100
0.6636363636363637,500,0.6636363636363637,100
0.6181818181818182,500,0.6181818181818182,100
0.5363636363636364,500,0.5363636363636364,100
0.7,500,0.7,100
0.6636363636363637,500,0.6636363636363637,100
0.6636363636363637,500,0.6636363636363637,100
0.6454545454545455,500,0.6454545454545455,100
0.4727272727272727,500,0.4727272727272727,100
0.6545454545454545,500,0.6545454545454545,100
0.6545454545454545,500,0.6545454545454545,100
0.5545454545454546,500,0.5545454545454546,100
0.7181818181818181,500,0.7181818181818181,100
0.6636363636363637,500,0.6636363636363637,100
0.6727272727272727,500,0.6727272727272727,100
0.8636363636363636,500,0.8636363636363636,100
0.6,500,0.6,100
0.6090909090909091,500,0.6090909090909091,100
0.6090909090909091,500,0.6090909090909091,100
0.5818181818181818,500,0.5818181818181818,100
0.5909090909090909,500,0.5909090909090909,100
0.7363636363636363,500,0.7363636363636363,100
0.5636363636363636,500,0.5636363636363636,100
0.38181818181818183,500,0.38181818181818183,100
0.8818181818181818,500,0.8818181818181818,100
0.7636363636363637,500,0.7636363636363637,100
0.44545454545454544,500,0.44545454545454544,100
0.7272727272727273,500,0.7272727272727273,100
0.8181818181818182,500,0.8181818181818182,100
0.6727272727272727,500,0.6727272727272727,100
0.6,500,0.6,100
0.5363636363636364,500,0.5363636363636364,100
0.6727272727272727,500,0.6727272727272727,100
0.5909090909090909,500,0.5909090909090909,100
0.6,500,0.6,100
0.6363636363636364,500,0.6363636363636364,100
0.4090909090909091,500,0.4090909090909091,100
0.6272727272727273,500,0.6272727272727273,100
0.7545454545454545,500,0.7545454545454545,100
0.37272727272727274,500,0.37272727272727274,100
0.4909090909090909,500,0.4909090909090909,100
0.6272727272727273,500,0.6272727272727273,100
0.41818181818181815,500,0.41818181818181815,100
0.5545454545454546,500,0.5545454545454546,100
0.45454545454545453,500,0.45454545454545453,100
0.7545454545454545,500,0.7545454545454545,100
0.5909090909090909,500,0.5909090909090909,100
0.3090909090909091,500,0.3090909090909091,100
0.7818181818181819,500,0.7818181818181819,100
0.6818181818181818,500,0.6818181818181818,100
0.7181818181818181,500,0.7181818181818181,100
0.6727272727272727,500,0.6727272727272727,100
0.6909090909090909,500,0.6909090909090909,100
0.6545454545454545,500,0.6545454545454545,100
0.5727272727272728,500,0.5727272727272728,100
0.7545454545454545,500,0.7545454545454545,100
0.5909090909090909,500,0.5909090909090909,100
0.5,500,0.5,100
0.32727272727272727,500,0.32727272727272727,100
0.5909090909090909,500,0.5909090909090909,100
0.4818181818181818,500,0.4818181818181818,100
0.5272727272727272,500,0.5272727272727272,100
0.3181818181818182,500,0.3181818181818182,100
0.6090909090909091,500,0.6090909090909091,100
0.7545454545454545,500,0.7545454545454545,100
0.7272727272727273,500,0.7272727272727273,100
0.7090909090909091,500,0.7090909090909091,100
0.7545454545454545,500,0.7545454545454545,100
0.5727272727272728,500,0.5727272727272728,100
0.6181818181818182,500,0.6181818181818182,100
0.6181818181818182,500,0.6181818181818182,100
0.6363636363636364,500,0.6363636363636364,100
0.5181818181818182,500,0.5181818181818182,100
0.5272727272727272,500,0.5272727272727272,100
0.6909090909090909,500,0.6909090909090909,100
0.42727272727272725,500,0.42727272727272725,100
0.5818181818181818,500,0.5818181818181818,100
0.4727272727272727,500,0.4727272727272727,100
0.7,500,0.7,100
0.6454545454545455,500,0.6454545454545455,100
0.509090909090909,500,0.509090909090909,100
0.6545454545454545,500,0.6545454545454545,100
0.6,500,0.6,100
0.6272727272727273,500,0.6272727272727273,100
0.5181818181818182,500,0.5181818181818182,100
0.6090909090909091,500,0.6090909090909091,100
0.5181818181818182,500,0.5181818181818182,100
0.6636363636363637,500,0.6636363636363637,100
0.5363636363636364,500,0.5363636363636364,100
0.6363636363636364,500,0.6363636363636364,100
0.6727272727272727,500,0.6727272727272727,100
0.6272727272727273,500,0.6272727272727273,100
0.6454545454545455,500,0.6454545454545455,100
0.5545454545454546,500,0.5545454545454546,100
0.6818181818181818,500,0.6818181818181818,100
0.6545454545454545,500,0.6545454545454545,100
0.5,500,0.5,100
0.7,500,0.7,100
0.5,500,0.5,100
0.6545454545454545,500,0.6545454545454545,100
0.6363636363636364,500,0.6363636363636364,100
0.6181818181818182,500,0.6181818181818182,100
0.6272727272727273,500,0.6272727272727273,100
0.6363636363636364,500,0.6363636363636364,100
0.38181818181818183,500,0.38181818181818183,100
0.6454545454545455,500,0.6454545454545455,100
0.5909090909090909,500,0.5909090909090909,100
0.6636363636363637,500,0.6636363636363637,100
0.45454545454545453,500,0.45454545454545453,100
0.45454545454545453,500,0.45454545454545453,100
0.5363636363636364,500,0.5363636363636364,100
0.44545454545454544,500,0.44545454545454544,100
0.45454545454545453,500,0.45454545454545453,100
0.41818181818181815,500,0.41818181818181815,100
0.7,500,0.7,100
0.6636363636363637,500,0.6636363636363637,100
0.6,500,0.6,100
0.4909090909090909,500,0.4909090909090909,100
0.38181818181818183,500,0.38181818181818183,100
0.38181818181818183,500,0.38181818181818183,100
0.4727272727272727,500,0.4727272727272727,100
0.6090909090909091,500,0.6090909090909091,100
0.41818181818181815,500,0.41818181818181815,100
0.6909090909090909,500,0.6909090909090909,100
0.6454545454545455,500,0.6454545454545455,100
0.5545454545454546,500,0.5545454545454546,100
0.6272727272727273,500,0.6272727272727273,100
0.6363636363636364,500,0.6363636363636364,100
0.6909090909090909,500,0.6909090909090909,100
0.36363636363636365,500,0.36363636363636365,100
0.5454545454545454,500,0.5454545454545454,100
0.5454545454545454,500,0.5454545454545454,100
0.5272727272727272,500,0.5272727272727272,100
0.5909090909090909,500,0.5909090909090909,100
0.6727272727272727,500,0.6727272727272727,100
0.6090909090909091,500,0.6090909090909091,100
0.6727272727272727,500,0.6727272727272727,100
0.7272727272727273,500,0.7272727272727273,100
0.5363636363636364,500,0.5363636363636364,100
0.509090909090909,500,0.509090909090909,100
0.5363636363636364,500,0.5363636363636364,100
0.5454545454545454,500,0.5454545454545454,100
0.7727272727272727,500,0.7727272727272727,100
0.6818181818181818,500,0.6818181818181818,100
0.5,500,0.5,100
0.6636363636363637,500,0.6636363636363637,100
0.5181818181818182,500,0.5181818181818182,100
0.6363636363636364,500,0.6363636363636364,100
0.5909090909090909,500,0.5909090909090909,100
0.7,500,0.7,100
0.7,500,0.7,100
0.5,500,0.5,100
0.5,500,0.5,100
0.5727272727272728,500,0.5727272727272728,100
0.5181818181818182,500,0.5181818181818182,100
0.5818181818181818,500,0.5818181818181818,100
0.7272727272727273,500,0.7272727272727273,100
0.509090909090909,500,0.509090909090909,100
0.6727272727272727,500,0.6727272727272727,100
0.7181818181818181,500,0.7181818181818181,100
0.5545454545454546,500,0.5545454545454546,100
0.6545454545454545,500,0.6545454545454545,100
0.6545454545454545,500,0.6545454545454545,100
0.8545454545454545,500,0.8545454545454545,100
0.7909090909090909,500,0.7909090909090909,100
0.6363636363636364,500,0.6363636363636364,100
0.6272727272727273,500,0.6272727272727273,100
0.6818181818181818,500,0.6818181818181818,100
0.4727272727272727,500,0.4727272727272727,100
0.6909090909090909,500,0.6909090909090909,100
0.4818181818181818,500,0.4818181818181818,100
0.5636363636363636,500,0.5636363636363636,100
0.44545454545454544,500,0.44545454545454544,100
0.6,500,0.6,100
0.5,500,0.5,100
0.6363636363636364,500,0.6363636363636364,100
0.6181818181818182,500,0.6181818181818182,100
0.7181818181818181,500,0.7181818181818181,100
0.509090909090909,500,0.509090909090909,100
0.39090909090909093,500,0.39090909090909093,100
0.6545454545454545,500,0.6545454545454545,100
0.6363636363636364,500,0.6363636363636364,100
0.5181818181818182,500,0.5181818181818182,100
0.7272727272727273,500,0.7272727272727273,100
0.8,500,0.8,100
0.5636363636363636,500,0.5636363636363636,100
0.7090909090909091,500,0.7090909090909091,100
0.5636363636363636,500,0.5636363636363636,100
0.6,500,0.6,100
0.5909090909090909,500,0.5909090909090909,100
0.5727272727272728,500,0.5727272727272728,100
0.5727272727272728,500,0.5727272727272728,100
0.6363636363636364,500,0.6363636363636364,100
0.6636363636363637,500,0.6636363636363637,100
0.5454545454545454,500,0.5454545454545454,100
0.6636363636363637,500,0.6636363636363637,100
0.5454545454545454,500,0.5454545454545454,100
0.5909090909090909,500,0.5909090909090909,100
0.6545454545454545,500,0.6545454545454545,100
0.43636363636363634,500,0.43636363636363634,100
0.7818181818181819,500,0.7818181818181819,100
0.5454545454545454,500,0.5454545454545454,100
0.6636363636363637,500,0.6636363636363637,100
0.7727272727272727,500,0.7727272727272727,100
0.6636363636363637,500,0.6636363636363637,100
0.5818181818181818,500,0.5818181818181818,100
0.5272727272727272,500,0.5272727272727272,100
0.7181818181818181,500,0.7181818181818181,100
0.44545454545454544,500,0.44545454545454544,100
0.6181818181818182,500,0.6181818181818182,100
0.5,500,0.5,100
0.7545454545454545,500,0.7545454545454545,100
0.5727272727272728,500,0.5727272727272728,100
0.7818181818181819,500,0.7818181818181819,100
0.5909090909090909,500,0.5909090909090909,100
0.44545454545454544,500,0.44545454545454544,100
0.6636363636363637,500,0.6636363636363637,100
0.6363636363636364,500,0.6363636363636364,100
0.5909090909090909,500,0.5909090909090909,100
